,artist,firstName,itemInSession,lastName,length,level,location,sessionId,song,userId
5452,Molotov,Sylvie,0,Cruz,248.65914,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",877,Marciano (I Turned Into A Martian),10
5453,Genesis,Jacob,45,Klein,256.54812,paid,"Tampa-St. Petersburg-Clearwater, FL",692,Jesus He Knows Me (2007 Digital Remaster),73
5454,The All-American Rejects,Chloe,5,Cuevas,239.22893,paid,"San Francisco-Oakland-Hayward, CA",849,Move Along,49
5455,John Mayer,Sylvie,1,Cruz,201.56036,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",877,Love Song For No One,10
5456,Orishas,Jacob,46,Klein,265.53424,paid,"Tampa-St. Petersburg-Clearwater, FL",692,Mistica,73
5457,Bobby Valentino,Chloe,6,Cuevas,228.46649,paid,"San Francisco-Oakland-Hayward, CA",849,How 'Bout It,49
5458,Animal Collective,Chloe,7,Cuevas,410.90567,paid,"San Francisco-Oakland-Hayward, CA",849,Fireworks,49
5459,Kaddisfly,Jacob,47,Klein,275.27791,paid,"Tampa-St. Petersburg-Clearwater, FL",692,harbor,73
5460,Revolver,Jacob,48,Klein,318.87628,paid,"Tampa-St. Petersburg-Clearwater, FL",692,El mismo hombre,73
5461,Bag Raiders,Chloe,8,Cuevas,232.85506,paid,"San Francisco-Oakland-Hayward, CA",849,Shooting Stars,49
5462,Dave Brockie Experience,Jacob,49,Klein,116.08771,paid,"Tampa-St. Petersburg-Clearwater, FL",692,Servant Of Death's Head,73
5463,Garbage,Chloe,9,Cuevas,255.58159,paid,"San Francisco-Oakland-Hayward, CA",849,Can't Cry These Tears,49
5464,Ry Cooder,Chloe,10,Cuevas,223.97342,paid,"San Francisco-Oakland-Hayward, CA",849,Stand By Me (LP Version),49
5465,Arctic Monkeys,Chloe,11,Cuevas,177.94567,paid,"San Francisco-Oakland-Hayward, CA",849,Fake Tales Of San Francisco,49
5466,BjÃÂ¶rk,Chloe,12,Cuevas,348.57751,paid,"San Francisco-Oakland-Hayward, CA",849,Undo,49
5467,La Vela Puerca,Chloe,13,Cuevas,183.19628,paid,"San Francisco-Oakland-Hayward, CA",849,La Sin RazÃÂ³n,49
5468,Joshua Radin,Chloe,14,Cuevas,202.44853,paid,"San Francisco-Oakland-Hayward, CA",849,No Envy No Fear,49
5469,Bowling For Soup,Chloe,15,Cuevas,188.31628,paid,"San Francisco-Oakland-Hayward, CA",849,Punk Rock 101,49
5470,Paramore,Chloe,16,Cuevas,267.65016,paid,"San Francisco-Oakland-Hayward, CA",849,The Only Exception (Album Version),49
5471,Just Jack,Chloe,17,Cuevas,295.91465,paid,"San Francisco-Oakland-Hayward, CA",849,Starz In Their Eyes,49
5472,Imogen Heap,Chloe,19,Cuevas,509.36118,paid,"San Francisco-Oakland-Hayward, CA",849,Hide & Seek,49
5473,Ray LaMontagne,Chloe,20,Cuevas,276.87138,paid,"San Francisco-Oakland-Hayward, CA",849,Shelter,49
5474,Phil Wickham,Chloe,21,Cuevas,293.72036,paid,"San Francisco-Oakland-Hayward, CA",849,You're Beautiful,49
5475,Justin Timberlake duet with Beyonce,Chloe,22,Cuevas,322.16771,paid,"San Francisco-Oakland-Hayward, CA",849,Until The End Of Time,49
5476,Freeway,Tegan,1,Levine,22.12526,paid,"Portland-South Portland, ME",910,The Nation,80
5477,Air,Tegan,2,Levine,212.21832,paid,"Portland-South Portland, ME",910,Playground Love,80
5478,HervÃÂ© & Kissy Sellout,Chloe,23,Cuevas,341.41995,paid,"San Francisco-Oakland-Hayward, CA",849,Rikkalicious ,49
5479,OV7,Tegan,3,Levine,222.79791,paid,"Portland-South Portland, ME",910,Aum Aum,80
5480,Aerosmith,Tegan,4,Levine,248.00608,paid,"Portland-South Portland, ME",910,Rats In The Cellar,80
5481,DeBarge,Chloe,24,Cuevas,234.03057,paid,"San Francisco-Oakland-Hayward, CA",849,Rhythm Of The Night,49
5482,Kevin Kern,Jacqueline,1,Lynch,291.29098,paid,"Atlanta-Sandy Springs-Roswell, GA",898,From This Day Forward,29
5483,Jane Wiedlin,Chloe,25,Cuevas,207.12444,paid,"San Francisco-Oakland-Hayward, CA",849,Blue Kiss,49
5484,Beck,Tegan,5,Levine,228.80608,paid,"Portland-South Portland, ME",910,Lost Cause,80
5485,Ana CaÃÂ±as,Jacqueline,2,Lynch,279.50975,paid,"Atlanta-Sandy Springs-Roswell, GA",898,CoraÃÂ§ÃÂ£o Vagabundo,29
5486,Lange,Chloe,26,Cuevas,305.84118,paid,"San Francisco-Oakland-Hayward, CA",849,Red October,49
5487,BeyoncÃÂ©,Tegan,6,Levine,271.82975,paid,"Portland-South Portland, ME",910,Fever,80
5488,Train,Jacqueline,3,Lynch,278.04689,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Ramble On,29
5489,Spiritualized,Tegan,7,Levine,427.31057,paid,"Portland-South Portland, ME",910,Baby I'm Just A Fool,80
5490,System of a Down,Chloe,27,Cuevas,228.0224,paid,"San Francisco-Oakland-Hayward, CA",849,Revenga,49
5491,Lady GaGa,Jacqueline,4,Lynch,249.20771,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Monster,29
5492,Weird Al Yankovic,Chloe,28,Cuevas,202.63138,paid,"San Francisco-Oakland-Hayward, CA",849,"Phony Calls (Parody of ""Waterfalls"" by TLC)",49
5493,Edward Sharpe & The Magnetic Zeros,Jacqueline,5,Lynch,306.31138,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Home,29
5494,Apocalyptica,Tegan,8,Levine,275.25179,paid,"Portland-South Portland, ME",910,Deathzone,80
5495,Anberlin,Chloe,29,Cuevas,204.32934,paid,"San Francisco-Oakland-Hayward, CA",849,The Feel Good Drag,49
5496,Skillet,Chloe,30,Cuevas,193.25342,paid,"San Francisco-Oakland-Hayward, CA",849,Whispers In The Dark (Radio Edit),49
5497,Justin Bieber,Tegan,9,Levine,220.89098,paid,"Portland-South Portland, ME",910,Somebody To Love,80
5498,Furry Lewis,Jacqueline,6,Lynch,178.05016,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Kassie Jones (Casey Jones),29
5499,Modest Mouse,Chloe,31,Cuevas,243.17342,paid,"San Francisco-Oakland-Hayward, CA",849,Heart Cooks Brain,49
5500,Cake,Jacqueline,7,Lynch,181.36771,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Conroy,29
5501,Eddie Boyd,Tegan,10,Levine,196.362,paid,"Portland-South Portland, ME",910,Third Degree,80
5502,Fergie,Jacqueline,8,Lynch,263.05261,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Voodoo Doll,29
5503,Say Anything,Chloe,32,Cuevas,208.77016,paid,"San Francisco-Oakland-Hayward, CA",849,Walk Through Hell (featuring Max Bemis Acoustic Exclusive),49
5504,Eastern Sun and John Kelley,Tegan,11,Levine,457.50812,paid,"Portland-South Portland, ME",910,Rapture at Sea,80
5505,Najee,Chloe,33,Cuevas,232.4371,paid,"San Francisco-Oakland-Hayward, CA",849,I Wish,49
5506,Andre Hazes,Jacqueline,9,Lynch,206.70649,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Droomland (duet met Paul de Leeuw),29
5507,3 Doors Down,Chloe,34,Cuevas,233.74322,paid,"San Francisco-Oakland-Hayward, CA",849,Kryptonite,49
5508,Ultra Vivid Scene,Jacqueline,10,Lynch,196.93669,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Nausea,29
5509,Santigold,Jacqueline,11,Lynch,225.35791,paid,"Atlanta-Sandy Springs-Roswell, GA",898,I'm A Lady [feat. Trouble Andrew],29
5510,Linkin Park,Chloe,35,Cuevas,494.99383,paid,"San Francisco-Oakland-Hayward, CA",849,Bleed It Out [Live At Milton Keynes],49
5511,Arctic Monkeys,Jacqueline,12,Lynch,193.43628,paid,"Atlanta-Sandy Springs-Roswell, GA",898,From The Ritz To The Rubble,29
5512,Owl City,Jacqueline,13,Lynch,231.67955,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Vanilla Twilight,29
5513,Frightened Rabbit,Chloe,36,Cuevas,327.20934,paid,"San Francisco-Oakland-Hayward, CA",849,It's Christmas So We'll Stop,49
5514,Charlie Louvin,Jacqueline,14,Lynch,170.86649,paid,"Atlanta-Sandy Springs-Roswell, GA",898,I Think I'll Live,29
5515,Usher Featuring Lil' Jon & Ludacris,Tegan,16,Levine,250.38322,paid,"Portland-South Portland, ME",910,Yeah!,80
5516,Erin McKeown,Jacqueline,15,Lynch,332.85179,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Monday Morning Cold (band),29
5517,3 Doors Down,Chloe,37,Cuevas,233.74322,paid,"San Francisco-Oakland-Hayward, CA",849,Kryptonite,49
5518,Koop,Tegan,17,Levine,247.562,paid,"Portland-South Portland, ME",910,Once Britten,80
5519,Buckcherry,Chloe,38,Cuevas,201.79546,paid,"San Francisco-Oakland-Hayward, CA",849,Crazy Bitch (Album Version),49
5520,3 Doors Down,Jacqueline,16,Lynch,232.88118,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Citizen/Soldier,29
5521,Justin Bieber,Tegan,18,Levine,220.89098,paid,"Portland-South Portland, ME",910,Somebody To Love,80
5522,Simone Cristicchi,Chloe,39,Cuevas,144.53506,paid,"San Francisco-Oakland-Hayward, CA",849,Lettera Da Volterra,49
5523,Train,Jacqueline,17,Lynch,205.45261,paid,"Atlanta-Sandy Springs-Roswell, GA",898,Marry Me,29
5524,Yerba Buena,Tegan,19,Levine,236.77342,paid,"Portland-South Portland, ME",910,El Burrito,80
5525,Juanes,Tegan,20,Levine,259.63057,paid,"Portland-South Portland, ME",910,Amame,80
5526,O'Rosko Raricim,Tegan,21,Levine,90.56608,paid,"Portland-South Portland, ME",910,Terre Promise,80
5527,Arctic Monkeys,Tegan,22,Levine,268.45995,paid,"Portland-South Portland, ME",910,Perhaps Vampires Is A Bit Strong But...,80
5528,RUN-DMC,Tegan,23,Levine,182.77832,paid,"Portland-South Portland, ME",910,It's Tricky,80
5529,Story Of The Year,Tegan,24,Levine,191.11138,paid,"Portland-South Portland, ME",910,And The Hero Will Drown (Album Version),80
5530,Cat Stevens,Tegan,25,Levine,200.202,paid,"Portland-South Portland, ME",910,Wild World,80
5531,Arctic Monkeys,Tegan,26,Levine,177.84118,paid,"Portland-South Portland, ME",910,Fake Tales Of San Francisco (Explicit),80
5532,Antonio Vega,Tegan,27,Levine,135.13098,paid,"Portland-South Portland, ME",910,Sin SoluciÃÂ³n,80
5533,Symphony X,Chloe,41,Cuevas,238.54975,paid,"San Francisco-Oakland-Hayward, CA",849,In The Dragon's Den,49
5534,Train,Tegan,28,Levine,216.76363,paid,"Portland-South Portland, ME",910,Hey_ Soul Sister,80
5535,The Velvet Underground,Chloe,42,Cuevas,202.762,paid,"San Francisco-Oakland-Hayward, CA",849,Train Round The Bend (LP Version),49
5536,The White Stripes,Chloe,43,Cuevas,241.8673,paid,"San Francisco-Oakland-Hayward, CA",849,My Doorbell (Album Version),49
5537,Little Boots,Chloe,44,Cuevas,225.20118,paid,"San Francisco-Oakland-Hayward, CA",849,Hearts Collide (album version),49
5538,Flora Purim,Chloe,45,Cuevas,306.99057,paid,"San Francisco-Oakland-Hayward, CA",849,Less Than Lovers,49
5539,Sheena Easton,Chloe,46,Cuevas,239.62077,paid,"San Francisco-Oakland-Hayward, CA",849,Strut (1993 Digital Remaster),49
5540,Story Of The Year,Chloe,47,Cuevas,232.46322,paid,"San Francisco-Oakland-Hayward, CA",849,The Dream Is Over,49
5541,Friendly Fires,Chloe,48,Cuevas,217.02485,paid,"San Francisco-Oakland-Hayward, CA",849,Jump In The Pool,49
5542,Papas Da LÃÂ­ngua,Chloe,49,Cuevas,222.17098,paid,"San Francisco-Oakland-Hayward, CA",849,Pequeno Grande Amor,49
5543,The Killers,Chloe,50,Cuevas,253.70077,paid,"San Francisco-Oakland-Hayward, CA",849,Losing Touch,49
5544,KMC Featuring Beenie Man,Aiden,0,Hess,264.80281,free,"La Crosse-Onalaska, WI-MN",906,Soul On Fire (Drum Majorz Club Remix) (Feat. Beenie Man),86
5545,Dangerdoom,Chloe,51,Cuevas,146.85995,paid,"San Francisco-Oakland-Hayward, CA",849,Crosshairs,49
5546,The Avett Brothers,Chloe,52,Cuevas,244.61016,paid,"San Francisco-Oakland-Hayward, CA",849,A Gift For Melody Anne,49
5547,Dave Attell,Aiden,1,Hess,66.55955,free,"La Crosse-Onalaska, WI-MN",906,Fireworks (LP Version),86
5548,Robert Johnson,Aiden,2,Hess,154.09587,free,"La Crosse-Onalaska, WI-MN",906,I?'m A Steady Rollin? Man,86
5549,Homesick James,Chloe,53,Cuevas,199.65342,paid,"San Francisco-Oakland-Hayward, CA",849,Working With Homesick,49
5550,Mc Chris,Aiden,3,Hess,149.99465,free,"La Crosse-Onalaska, WI-MN",906,Nrrrd Grrrl,86
5551,Jack's Mannequin,Chloe,54,Cuevas,223.21587,paid,"San Francisco-Oakland-Hayward, CA",849,American Love (Album Version),49
5552,Aqua,Aiden,4,Hess,218.48771,free,"La Crosse-Onalaska, WI-MN",906,Cartoon Heroes,86
5553,Metric,Aiden,5,Hess,252.99546,free,"La Crosse-Onalaska, WI-MN",906,Stadium Love,86
5554,Enrique Iglesias,Stefany,0,White,208.5873,free,"Lubbock, TX",867,Escape,83
5555,Motion City Soundtrack,Stefany,1,White,205.26975,free,"Lubbock, TX",867,Fell In Love Without You (Acoustic),83
5556,Ticanaf,Stefany,2,White,2594.87302,free,"Lubbock, TX",867,The Thousand Names of Lord Shiva (Part 1),83
5557,The Far East Movement,Ryan,0,Smith,228.20526,free,"San Jose-Sunnyvale-Santa Clara, CA",899,Dance Like Michael Jackson,26
5558,the bird and the bee,Ryan,1,Smith,189.51791,free,"San Jose-Sunnyvale-Santa Clara, CA",899,You're A Cad,26
5559,Shakira,Christian,0,Porter,193.82812,free,"Elkhart-Goshen, IN",366,Inevitable,11
5560,Facto Delafe y las flores azules,Tegan,4,Levine,315.81995,paid,"Portland-South Portland, ME",774,Enero en la playa,80
5561,Kings Of Leon,Kate,0,Harrell,204.2771,paid,"Lansing-East Lansing, MI",671,Manhattan,97
5562,Franz Ferdinand,Kate,1,Harrell,204.12036,paid,"Lansing-East Lansing, MI",671,Michael,97
5563,Blue October,Tegan,5,Levine,272.32608,paid,"Portland-South Portland, ME",774,Drilled A Wire Through My Cheek,80
5564,Elisa,Kate,2,Harrell,248.97261,paid,"Lansing-East Lansing, MI",671,Almeno Tu Nell'Universo,97
5565,The Killers,Kate,3,Harrell,225.12281,paid,"Lansing-East Lansing, MI",671,A Dustland Fairytale,97
5566,FranÃÂ§oise Hardy,Kate,4,Harrell,210.12853,paid,"Lansing-East Lansing, MI",671,Noir Sur Blanc,97
5567,Air,Kate,5,Harrell,212.21832,paid,"Lansing-East Lansing, MI",671,Playground Love,97
5568,Ferry Corsten,Kate,6,Harrell,219.55873,paid,"Lansing-East Lansing, MI",671,Punk (Radio Edit),97
5569,Beastie Boys,Kate,7,Harrell,211.722,paid,"Lansing-East Lansing, MI",671,Unite (2009 Digital Remaster),97
5570,Henryk Gorecki,Kate,8,Harrell,1029.642,paid,"Lansing-East Lansing, MI",671,Symphony No. 3: III. Lento - Cantablile Semplice,97
5571,Jill Scott,Tegan,10,Levine,213.39383,paid,"Portland-South Portland, ME",774,Gimme,80
5572,Fleet Foxes,Kate,9,Harrell,253.04771,paid,"Lansing-East Lansing, MI",671,Drops In The River,97
5573,The Wallflowers,Tegan,11,Levine,389.95546,paid,"Portland-South Portland, ME",774,Another One In The Dark,80
5574,Orishas,Kate,10,Harrell,242.85995,paid,"Lansing-East Lansing, MI",671,Atrevido,97
5575,Coyote Shivers,Kate,11,Harrell,335.15057,paid,"Lansing-East Lansing, MI",671,You're Mine,97
5576,Adoniran Barbosa,Tegan,12,Levine,225.74975,paid,"Portland-South Portland, ME",774,Fica Mais Um Pouco Amor,80
5577,Traveling Wilburys,Tegan,13,Levine,207.59465,paid,"Portland-South Portland, ME",774,End Of The Line,80
5578,ISRAEL & NEW BREED,Kate,12,Harrell,191.76444,paid,"Lansing-East Lansing, MI",671,Favor Of The Lord,97
5579,Selena,Tegan,14,Levine,235.88526,paid,"Portland-South Portland, ME",774,Ya No,80
5580,Sunbeam,Kate,13,Harrell,383.21587,paid,"Lansing-East Lansing, MI",671,One Minute In Heaven,97
5581,Guru Josh Project,Tegan,15,Levine,192.15628,paid,"Portland-South Portland, ME",774,Infinity 2008,80
5582,Modeselektor,Kate,14,Harrell,290.40281,paid,"Lansing-East Lansing, MI",671,Hasir,97
5583,Emma Bunton,Tegan,16,Levine,241.05751,paid,"Portland-South Portland, ME",774,What Took You So Long,80
5584,The All-American Rejects,Tegan,17,Levine,239.22893,paid,"Portland-South Portland, ME",774,Move Along,80
5585,Kings Of Leon,Kate,15,Harrell,201.79546,paid,"Lansing-East Lansing, MI",671,Revelry,97
5586,Megadeth,Tegan,18,Levine,152.65914,paid,"Portland-South Portland, ME",774,Paranoid,80
5587,Coldplay,Kate,16,Harrell,291.60444,paid,"Lansing-East Lansing, MI",671,Speed Of Sound,97
5588,Harmonia,Tegan,19,Levine,655.77751,paid,"Portland-South Portland, ME",774,Sehr kosmisch,80
5589,Eyehategod,Tegan,20,Levine,310.85669,paid,"Portland-South Portland, ME",774,Anxiety Hangover,80
5590,Entre RÃÂ­os,Tucker,1,Garrison,281.15546,free,"Oxnard-Thousand Oaks-Ventura, CA",784,Hoy No,40
5591,Rammstein,Tegan,21,Levine,289.2273,paid,"Portland-South Portland, ME",774,Du Riechst So Gut,80
5592,Delerium,Tegan,22,Levine,455.8624,paid,"Portland-South Portland, ME",774,Drama,80
5593,Gareth Emery,Tegan,27,Levine,478.92853,paid,"Portland-South Portland, ME",774,More Than Everything,80
5594,Tevin Campbell,Tegan,28,Levine,286.69342,paid,"Portland-South Portland, ME",774,I'm Ready (Album Version),80
5595,Hector Lavoe,Tegan,29,Levine,330.70975,paid,"Portland-South Portland, ME",774,Hacha Y Machete,80
5596,Alliance Ethnik,Tegan,30,Levine,195.94404,paid,"Portland-South Portland, ME",774,SinceritÃÂ© Et Jalousie,80
5597,OneRepublic,Tegan,31,Levine,224.67873,paid,"Portland-South Portland, ME",774,Secrets,80
5598,Marea,Tegan,32,Levine,261.90322,paid,"Portland-South Portland, ME",774,Marea (version acustica),80
5599,Mutemath,Tegan,33,Levine,72.95955,paid,"Portland-South Portland, ME",774,Collapse (Album Version),80
5600,Yeasayer,Tegan,34,Levine,241.89342,paid,"Portland-South Portland, ME",774,Ambling Alp (DJ /Rupture & Brent Arnold Remix),80
5601,Righteous Brothers,Tegan,35,Levine,225.27955,paid,"Portland-South Portland, ME",774,You've Lost That Lovin' Feelin',80
5602,Katy Perry,Tegan,36,Levine,179.40853,paid,"Portland-South Portland, ME",774,I Kissed A Girl,80
5603,The Crests,Tegan,37,Levine,182.88281,paid,"Portland-South Portland, ME",774,16 Candles,80
5604,Anberlin,Tegan,38,Levine,215.24853,paid,"Portland-South Portland, ME",774,Breathe,80
5605,Coldplay,Kate,0,Harrell,296.80281,paid,"Lansing-East Lansing, MI",797,What If,97
5606,Johnnie Taylor,Tegan,39,Levine,269.06077,paid,"Portland-South Portland, ME",774,Disco Lady,80
5607,Xavier Rudd,Kate,1,Harrell,180.61016,paid,"Lansing-East Lansing, MI",797,My Missing,97
5608,Richard Holmes,Tegan,40,Levine,213.99465,paid,"Portland-South Portland, ME",774,Flyjack,80
5609,Telex,Kate,2,Harrell,205.63546,paid,"Lansing-East Lansing, MI",797,Spike Jones,97
5610,Jimi Hendrix,Kate,3,Harrell,393.19465,paid,"Lansing-East Lansing, MI",797,Here He Comes (Lover Man),97
5611,Manu KatchÃÂ©_ Mathias Eick_ Trygve Seim_ Marcin Wasilewski_ Slawomir Kurkiewicz,Kate,4,Harrell,298.78812,paid,"Lansing-East Lansing, MI",797,Snapshot,97
5612,John Michael Talbot,Kate,5,Harrell,210.49424,paid,"Lansing-East Lansing, MI",797,Holy Is His Name (For The Bride Album Version),97
5613,John Legend,Kate,6,Harrell,278.77832,paid,"Lansing-East Lansing, MI",797,P.D.A. (We Just Don't Care),97
5614,Mike Shiver,Kate,7,Harrell,400.29995,paid,"Lansing-East Lansing, MI",797,On The Surface,97
5615,Eminem / Dina Rae,Kate,8,Harrell,350.11873,paid,"Lansing-East Lansing, MI",797,Superman,97
5616,Amy Winehouse,Kate,9,Harrell,151.562,paid,"Lansing-East Lansing, MI",797,Me & Mr Jones,97
5617,Duncan Dhu,Kate,11,Harrell,202.91873,paid,"Lansing-East Lansing, MI",797,No Puedo Evitar (Pensar En Ti),97
5618,Sneaker Pimps,Kate,12,Harrell,250.67057,paid,"Lansing-East Lansing, MI",797,Lightning Field,97
5619,Trey Songz,Kate,13,Harrell,246.90893,paid,"Lansing-East Lansing, MI",797,LOL :-) [feat. Gucci Mane & Soulja Boy Tell 'Em] (Album Version),97
5620,CÃÂ³mplices,Kate,14,Harrell,270.602,paid,"Lansing-East Lansing, MI",797,Es Por Ti,97
5621,Taylor Swift,Kate,15,Harrell,201.06404,paid,"Lansing-East Lansing, MI",797,Our Song,97
5622,Amos Lee,Kate,16,Harrell,190.87628,paid,"Lansing-East Lansing, MI",797,Kid,97
5623,Dead Kennedys,Kate,17,Harrell,188.42077,paid,"Lansing-East Lansing, MI",797,Kill The Poor,97
5624,CafÃÂ© Tacvba,Kate,18,Harrell,174.41914,paid,"Lansing-East Lansing, MI",797,El ciclÃÂ³n,97
5625,Thousand Foot Krutch,Kate,19,Harrell,208.74404,paid,"Lansing-East Lansing, MI",797,Move,97
5626,SOJA,Kate,20,Harrell,265.87383,paid,"Lansing-East Lansing, MI",797,Look within,97
5627,Kings Of Leon,Kate,21,Harrell,201.79546,paid,"Lansing-East Lansing, MI",797,Revelry,97
5628,The Red Jumpsuit Apparatus,Amiya,0,Davidson,191.84281,paid,"Longview, TX",64,Face Down (Album Version),65
5629,Panic At The Disco,Kate,24,Harrell,259.29098,paid,"Lansing-East Lansing, MI",797,Behind The Sea [Live In Chicago],97
5630,Pavement,Amiya,1,Davidson,99.16036,paid,"Longview, TX",64,Mercy:The Laundromat,65
5631,Lucinda Williams,Amiya,2,Davidson,254.79791,paid,"Longview, TX",64,Fancy Funeral,65
5632,Alfredo Zitarrosa,Kate,25,Harrell,267.02322,paid,"Lansing-East Lansing, MI",797,Milonga En Do,97
5633,First Aid Kit,Amiya,3,Davidson,187.97669,paid,"Longview, TX",64,Tangerine,65
5634,Sam Cooke,Kate,26,Harrell,122.04363,paid,"Lansing-East Lansing, MI",797,Ain't Misbehavin,97
5635,Thursday,Amiya,4,Davidson,235.62404,paid,"Longview, TX",64,Autobiography Of A Nation (Album Version),65
5636,Guns N' Roses,Kate,27,Harrell,184.0322,paid,"Lansing-East Lansing, MI",797,Live And Let Die,97
5637,Enigma,Ryan,0,Smith,262.71302,free,"San Jose-Sunnyvale-Santa Clara, CA",794,Knocking On Forbidden Doors,26
5638,Dread Zeppelin,Kate,28,Harrell,217.49506,paid,"Lansing-East Lansing, MI",797,Dancin' On The Killing Floor,97
5639,Sister Hazel,Amiya,5,Davidson,220.47302,paid,"Longview, TX",64,Happy,65
5640,The All-American Rejects,Kate,29,Harrell,233.27302,paid,"Lansing-East Lansing, MI",797,Swing_ Swing,97
5641,Evanescence,Ryan,1,Smith,237.11302,free,"San Jose-Sunnyvale-Santa Clara, CA",794,Bring Me To Life,26
5642,BeyoncÃÂ©,Amiya,6,Davidson,256.522,paid,"Longview, TX",64,Hello,65
5643,Tycho,Kate,30,Harrell,251.27138,paid,"Lansing-East Lansing, MI",797,The Daydream,97
5644,No Te Va Gustar,Amiya,7,Davidson,35.86567,paid,"Longview, TX",64,A La villa,65
5645,Twista feat. Kayne West & Jamie Foxx,Amiya,8,Davidson,212.55791,paid,"Longview, TX",64,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),65
5646,Incubus,Kate,31,Harrell,263.60118,paid,"Lansing-East Lansing, MI",797,Are You In?,97
5647,Cold,Amiya,9,Davidson,189.83138,paid,"Longview, TX",64,Stupid Girl,65
5648,Wu-Tang Clan,Amiya,10,Davidson,214.85669,paid,"Longview, TX",64,Dog Sh*t,65
5649,Cyndi Lauper,Kate,32,Harrell,228.88444,paid,"Lansing-East Lansing, MI",797,Girls Just Want To Have Fun,97
5650,Five Iron Frenzy,Amiya,11,Davidson,236.09424,paid,"Longview, TX",64,Canada,65
5651,Swirlies,Braden,0,Parker,391.23546,free,"Youngstown-Warren-Boardman, OH-PA",749,House Of Pancake,74
5652,The Knife,Kate,33,Harrell,292.54485,paid,"Lansing-East Lansing, MI",797,Silent Shout,97
5653,Miley Cyrus,Amiya,12,Davidson,237.60934,paid,"Longview, TX",64,I Miss You,65
5654,Eddie Vedder,Kate,34,Harrell,151.77098,paid,"Lansing-East Lansing, MI",797,Long Nights,97
5655,Something Corporate,Braden,1,Parker,255.18975,free,"Youngstown-Warren-Boardman, OH-PA",749,If You C Jordan,74
5656,John Mayer,Amiya,13,Davidson,269.71383,paid,"Longview, TX",64,Heartbreak Warfare,65
5657,DAVE MATTHEWS BAND,Kate,35,Harrell,577.74975,paid,"Lansing-East Lansing, MI",797,The Maker,97
5658,Alice Cooper,Amiya,14,Davidson,207.17669,paid,"Longview, TX",64,School's Out,65
5659,Victor Manuelle,Austin,0,Rosales,277.99465,free,"New York-Newark-Jersey City, NY-NJ-PA",609,Por Ella,12
5660,The Streets,Kate,36,Harrell,280.81587,paid,"Lansing-East Lansing, MI",797,What Is He Thinking?,97
5661,Make Do And Mend,Amiya,21,Davidson,200.12363,paid,"Longview, TX",64,No Words,65
5662,Sara Bareilles,Austin,1,Rosales,260.8322,free,"New York-Newark-Jersey City, NY-NJ-PA",609,Love Song,12
5663,Jason Derulo,Kate,37,Harrell,222.61506,paid,"Lansing-East Lansing, MI",797,Whatcha Say,97
5664,USS (Ubiquitous Synergy Seeker),Amiya,22,Davidson,307.61751,paid,"Longview, TX",64,Man Makes The Zoo,65
5665,Peter Bjorn And John,Kate,38,Harrell,276.89751,paid,"Lansing-East Lansing, MI",797,Blue period Picasso,97
5666,Paramore,Kate,39,Harrell,267.65016,paid,"Lansing-East Lansing, MI",797,The Only Exception (Album Version),97
5667,Empire Of The Sun,Kate,41,Harrell,413.59628,paid,"Lansing-East Lansing, MI",797,Walking On A Dream (Kaskade Remix (Edit)),97
5668,Zac Brown Band,Kate,42,Harrell,167.99302,paid,"Lansing-East Lansing, MI",797,Mary (Album),97
5669,This Beautiful Republic,Kate,43,Harrell,172.48608,paid,"Lansing-East Lansing, MI",797,Last Second Chance,97
5670,Young MC,Kate,44,Harrell,291.36934,paid,"Lansing-East Lansing, MI",797,Got More Rhymes,97
5671,Man Man,Kate,45,Harrell,213.83791,paid,"Lansing-East Lansing, MI",797,Engwish Bwudd,97
5672,Alexi Murdoch,Kate,46,Harrell,155.95057,paid,"Lansing-East Lansing, MI",797,Love You More,97
5673,Miike Snow,Kate,47,Harrell,263.88853,paid,"Lansing-East Lansing, MI",797,Animal,97
5674,The Black Angels,Kate,48,Harrell,231.81016,paid,"Lansing-East Lansing, MI",797,Bloodhounds On My Trail,97
5675,TV On The Radio,Kate,49,Harrell,255.73832,paid,"Lansing-East Lansing, MI",797,Shout Me Out,97
5676,Cat Stevens,Kate,50,Harrell,146.52036,paid,"Lansing-East Lansing, MI",797,Portobello Road,97
5677,Alanis Morissette,Kate,51,Harrell,275.56526,paid,"Lansing-East Lansing, MI",797,Surrendering (Album Version),97
5678,Mariah Carey,Kate,52,Harrell,652.40771,paid,"Lansing-East Lansing, MI",797,Anytime You Need A Friend,97
5679,Pavement,Kynnedi,0,Sanchez,99.16036,free,"Cedar Rapids, IA",631,Mercy:The Laundromat,89
